temperature,humidity,mq2_analog,mq9_analog,mq135_analog,rssi,snr,air_quality
28.15,55.65,445,1910,882,-51,10.7,Good
31.2,42.67,468,2042,947,-63,12.4,Good
26.76,56.1,480,1940,893,-54,13.4,Good
26.37,59.92,457,2028,875,-60,13.4,Good
31.71,56.73,468,2085,970,-64,13.4,Good
30.44,62.92,523,1923,868,-61,13.1,Good
28.1,51.04,468,2007,899,-64,13.3,Good
28.14,63.89,519,1996,871,-66,11.2,Good
24.67,48.49,457,2044,933,-68,11.6,Good
27.09,53.07,443,1951,835,-60,11.0,Good
29.24,52.64,458,1928,890,-59,12.8,Good
26.69,47.19,601,1926,835,-58,10.7,Moderate
28.52,46.46,479,2026,869,-60,11.1,Good
28.7,51.9,411,2070,843,-57,10.9,Good
31.08,45.56,432,2082,891,-56,12.1,Good
30.19,56.89,452,1895,814,-63,11.9,Good
30.38,41.64,460,1819,865,-65,12.4,Good
26.56,51.84,459,2053,874,-66,10.5,Good
29.35,54.98,448,2006,903,-57,11.3,Good
28.08,56.24,463,1957,876,-59,11.8,Good
30.98,50.95,443,2054,879,-55,11.5,Good
28.17,52.66,511,1992,863,-55,13.6,Good
29.31,53.99,484,2110,859,-59,12.5,Good
30.14,51.51,421,1926,839,-58,10.7,Good
29.21,34.99,472,2124,831,-59,13.0,Good
29.21,57.24,593,2047,943,-59,13.9,Moderate
29.65,57.61,451,1927,895,-54,12.7,Good
27.26,53.1,458,2009,898,-55,12.2,Good
27.01,46.99,479,1901,785,-62,12.3,Good
31.11,58.37,354,1965,982,-63,13.7,Moderate
26.56,51.37,407,1984,828,-57,12.4,Good
29.3,48.49,463,1930,875,-55,9.4,Good
31.5,47.41,573,1912,917,-57,12.4,Moderate
29.31,46.78,519,2027,913,-65,12.6,Moderate
29.13,52.39,430,2046,892,-63,11.7,Good
29.29,42.85,418,2068,880,-60,14.0,Good
29.52,48.26,493,2073,906,-62,10.3,Good
25.34,53.24,455,1798,813,-62,12.7,Good
28.99,53.58,464,2038,837,-61,13.4,Good
31.5,49.49,495,1996,841,-53,12.4,Good
25.88,55.95,468,2053,852,-55,8.9,Good
30.56,55.76,425,1950,846,-52,10.2,Good
47.5,49.01,747,2154,1262,-58,13.8,Hazardous
31.76,51.19,525,2130,903,-60,11.0,Moderate
30.28,55.74,507,1887,901,-57,14.4,Good
27.61,49.71,414,2069,903,-57,12.8,Good
30.92,54.26,501,2133,899,-58,10.8,Good
27.18,53.89,506,2099,935,-68,13.5,Good
28.44,80.19,494,2006,1365,-57,11.4,Poor
29.37,48.17,447,1946,906,-57,12.2,Good
27.34,55.06,454,2134,904,-59,12.9,Good
25.67,55.47,434,2162,861,-58,13.4,Good
29.38,51.16,404,1964,866,-54,11.2,Good
26.9,49.89,470,2060,849,-59,10.7,Good
28.41,60.55,483,1999,887,-65,12.7,Good
28.43,47.76,497,1964,940,-67,10.1,Good
30.83,50.69,452,2033,914,-63,10.6,Good
31.82,50.87,461,1897,895,-57,11.1,Good
33.63,43.35,527,2115,1011,-59,12.1,Moderate
27.17,60.29,510,1854,916,-68,12.3,Good
32.02,44.31,539,2038,934,-50,9.5,Moderate
28.17,56.2,512,1931,830,-58,12.0,Good
32.15,59.73,445,2071,806,-59,14.4,Good
25.11,47.24,511,2012,884,-55,13.5,Good
26.69,54.43,453,2019,880,-51,12.8,Good
31.87,50.46,489,1983,904,-60,12.9,Good
30.89,40.76,453,2013,815,-60,12.9,Good
29.26,54.36,489,2038,899,-69,12.0,Good
31.68,44.15,457,2061,881,-52,13.8,Good
30.21,58.99,422,1998,956,-58,11.3,Good
29.93,53.86,420,1995,792,-63,10.7,Good
29.4,50.61,466,2048,784,-59,11.1,Good
32.9,59.88,483,2025,866,-59,11.8,Good
28.26,50.06,474,2164,860,-60,11.3,Good
29.61,43.81,444,2191,863,-63,10.0,Good
30.83,58.13,463,1967,926,-59,10.2,Good
28.08,55.09,394,2013,888,-56,10.1,Good
30.91,41.2,484,1937,851,-63,12.6,Good
30.81,55.74,462,2200,847,-63,13.3,Good
27.69,48.81,475,2079,938,-62,11.8,Good
28.49,47.98,501,1948,842,-59,11.8,Good
28.43,52.21,430,1953,890,-56,12.3,Good
28.43,45.17,442,2016,859,-46,14.3,Good
46.31,60.66,1003,2092,1367,-56,11.2,Hazardous
30.21,48.68,533,1891,1000,-60,9.6,Moderate
31.02,48.62,491,1991,883,-51,10.4,Good
36.82,55.53,791,1844,1274,-61,12.9,Hazardous
31.03,52.09,437,2089,954,-55,10.4,Good
28.61,53.45,477,1910,939,-59,11.8,Good
31.46,46.7,512,2233,828,-59,12.7,Good
28.04,53.16,450,1948,916,-54,11.1,Good
28.42,46.3,500,1979,854,-64,10.9,Good
28.81,49.8,480,2002,801,-59,10.5,Good
27.25,50.85,429,1832,811,-56,11.2,Good
30.68,48.4,484,1893,916,-62,9.4,Good
28.04,45.76,440,2152,818,-64,8.9,Good
28.43,50.13,514,1987,930,-53,13.7,Good
30.93,54.46,443,1991,814,-67,12.1,Good
32.54,56.93,611,1830,914,-63,10.8,Moderate
31.72,47.2,710,2808,959,-66,13.0,Hazardous
27.39,49.44,457,1972,950,-61,12.3,Good
26.36,48.14,434,2113,883,-63,13.7,Good
29.93,61.75,419,2024,884,-64,12.6,Good
31.43,52.02,449,1954,806,-50,10.1,Good
28.76,44.83,522,1845,857,-61,13.5,Good
28.36,52.75,521,1975,842,-54,11.7,Good
32.2,50.57,491,2007,870,-53,10.4,Good
28.31,54.66,468,2096,866,-51,11.9,Good
30.61,51.25,460,2099,882,-61,11.7,Good
26.23,48.62,447,2171,842,-58,10.8,Good
28.87,57.84,460,2040,811,-57,10.4,Good
43.31,58.67,931,1915,1262,-77,13.3,Hazardous
29.89,63.08,755,1947,1371,-54,14.4,Moderate
29.36,60.52,455,1991,833,-67,11.9,Good
34.64,46.76,664,2749,877,-63,11.4,Hazardous
31.74,51.89,501,1922,1001,-57,12.6,Moderate
31.11,58.01,492,2021,912,-51,13.4,Good
28.69,49.89,509,1997,832,-58,12.6,Good
28.7,57.05,414,2033,889,-54,9.9,Good
29.72,53.09,537,2174,841,-58,10.8,Good
29.75,59.12,463,2025,790,-59,11.7,Good
27.63,57.92,438,1897,877,-46,12.3,Good
28.06,55.49,450,1798,856,-52,11.1,Good
50.5,48.8,1383,1931,1051,-61,14.9,Hazardous
30.3,44.6,450,2074,890,-55,13.8,Good
28.27,52.89,484,2164,939,-55,12.3,Good
32.74,47.81,938,2960,880,-56,10.5,Hazardous
27.4,49.16,490,2048,894,-58,13.3,Good
27.95,48.02,476,1894,808,-59,11.0,Good
27.84,52.15,453,1850,888,-53,12.4,Good
31.09,52.25,526,1933,873,-54,13.3,Good
29.06,51.34,450,2134,822,-61,13.8,Good
29.96,47.3,485,1882,895,-65,12.0,Good
28.29,51.37,496,1929,825,-59,13.2,Good
28.69,51.09,492,2117,894,-59,10.0,Good
29.5,49.74,516,2122,894,-67,10.8,Good
30.63,45.65,423,1971,894,-67,13.0,Good
33.2,57.52,592,2137,988,-69,12.1,Moderate
30.19,50.87,464,1963,872,-56,10.6,Good
28.13,52.88,489,1985,836,-51,12.6,Good
30.43,50.9,479,2121,883,-59,10.5,Good
25.98,64.22,487,1938,863,-52,14.1,Good
26.7,58.47,488,2156,867,-64,12.5,Good
29.69,48.16,432,2066,835,-49,14.5,Good
29.87,50.91,518,2054,853,-65,11.0,Good
34.05,55.24,693,1935,923,-66,10.9,Moderate
27.35,84.91,560,2099,1399,-60,13.1,Moderate
29.53,44.28,504,1824,858,-61,11.7,Good
28.27,52.17,659,1922,1478,-60,11.3,Moderate
47.1,49.65,909,1869,1386,-57,7.8,Hazardous
29.98,46.09,531,1999,899,-60,10.7,Good
28.25,50.69,450,1971,833,-48,12.5,Good
34.62,45.57,629,1960,989,-59,10.7,Moderate
30.28,56.22,454,1970,856,-65,11.8,Good
33.47,47.06,740,2769,913,-68,8.1,Hazardous
31.54,54.36,487,1839,853,-53,11.4,Good
27.7,56.48,456,2148,872,-61,10.4,Good
29.68,53.34,467,2054,897,-59,10.2,Good
30.84,46.29,515,1970,849,-64,12.3,Good
27.37,55.62,424,2179,883,-57,12.4,Good
29.05,52.95,424,2126,846,-59,16.2,Good
25.68,45.01,459,1934,841,-58,11.2,Good
27.27,50.21,467,2019,879,-57,12.4,Good
33.11,50.02,643,2698,853,-62,11.6,Hazardous
28.68,52.76,440,2034,844,-61,13.0,Good
28.65,46.69,526,1894,901,-56,12.6,Good
27.33,40.82,467,2013,900,-63,14.7,Good
30.05,54.42,505,1975,892,-60,11.9,Good
28.03,55.36,482,1939,845,-63,13.9,Good
30.45,58.06,476,2160,828,-58,14.1,Good
29.99,47.23,450,1972,957,-63,11.6,Good
29.23,40.9,464,1910,878,-54,11.3,Good
29.21,50.74,501,2021,933,-57,12.1,Good
31.37,63.75,467,2028,857,-64,12.9,Good
27.06,56.14,631,1816,1097,-61,12.8,Moderate
29.26,46.35,501,1787,813,-71,11.5,Good
33.78,50.3,581,1855,1057,-61,11.5,Moderate
29.3,50.72,448,1900,916,-60,9.1,Good
27.03,48.31,402,2026,869,-55,12.5,Good
28.12,57.42,477,2003,909,-54,9.3,Good
28.78,56.77,655,2098,1469,-65,12.2,Moderate
34.45,47.62,456,2045,1035,-61,13.1,Moderate
28.94,62.38,484,1793,900,-65,12.4,Good
31.37,54.34,432,1980,899,-63,10.4,Good
26.39,51.16,474,1960,831,-57,13.2,Good
28.57,47.99,518,2019,900,-58,10.9,Good
29.25,46.59,468,2106,907,-63,13.8,Good
26.99,42.94,543,1983,835,-62,12.3,Good
26.57,52.85,497,1959,894,-67,11.5,Good
29.56,68.98,615,1840,1299,-64,12.1,Moderate
30.52,44.97,471,2030,885,-53,14.8,Good
31.36,55.43,646,1929,934,-67,10.6,Moderate
26.26,49.57,467,2138,905,-54,12.2,Good
31.53,51.8,593,2070,984,-57,11.8,Moderate
29.87,53.63,477,1982,933,-61,12.8,Good
31.92,59.39,522,2190,939,-58,13.1,Moderate
38.73,55.19,841,2622,839,-66,13.8,Hazardous
31.17,51.05,483,1944,868,-56,14.6,Moderate
24.68,42.91,417,1901,894,-60,13.2,Good
30.96,47.89,465,1940,853,-60,11.2,Good
29.91,55.75,501,1938,866,-59,13.0,Good
29.71,55.67,496,1968,852,-66,12.9,Good
28.95,58.86,459,2005,845,-73,9.8,Good
28.46,41.48,484,2079,879,-63,12.4,Good
28.87,59.83,499,2047,839,-60,11.9,Good
31.41,46.34,458,1916,887,-55,13.3,Good
30.13,50.68,526,1899,865,-62,9.5,Good
30.71,53.62,537,2087,966,-65,10.6,Moderate
28.51,49.33,439,1888,847,-62,12.6,Good
28.61,56.75,863,2098,1075,-70,12.5,Moderate
30.58,51.47,613,2177,965,-54,11.2,Moderate
29.58,44.78,422,2117,887,-57,12.5,Good
26.39,56.35,489,2115,876,-60,15.2,Good
29.77,52.51,419,2175,867,-64,12.1,Good
30.24,44.57,440,1958,851,-61,14.6,Good
27.8,54.98,524,2026,859,-65,10.7,Good
29.52,63.77,486,1908,878,-58,12.4,Good
30.57,42.48,472,2108,875,-66,11.1,Good
28.58,45.31,389,2105,839,-66,11.8,Good
33.87,59.85,867,3269,870,-56,12.5,Hazardous
29.64,47.62,453,2011,829,-64,11.1,Good
29.11,46.29,472,1989,939,-52,10.6,Good
30.05,58.16,479,2272,859,-64,10.9,Good
28.37,46.15,448,1930,889,-61,11.6,Good
28.14,59.51,428,1963,832,-57,11.0,Good
30.51,48.59,645,1963,1075,-62,13.0,Moderate
30.62,55.54,464,1901,805,-61,11.2,Good
29.13,50.77,474,1846,869,-55,11.6,Good
30.46,44.9,388,1993,813,-68,11.8,Good
31.3,40.12,475,2021,863,-55,13.2,Good
29.12,50.07,433,1908,825,-53,11.3,Good
29.07,48.22,528,1969,856,-66,11.0,Good
48.73,57.46,897,1825,1145,-56,10.5,Hazardous
31.96,56.66,625,2242,949,-48,12.9,Moderate
29.25,50.71,470,2038,846,-60,11.7,Good
38.73,52.25,1017,1997,1401,-65,13.4,Hazardous
30.0,47.16,585,2051,1019,-63,12.0,Moderate
27.26,50.33,514,1961,909,-57,11.6,Good
28.3,48.99,465,2051,819,-54,9.9,Good
27.41,53.91,487,2075,874,-57,12.6,Good
31.18,61.47,515,2020,905,-61,17.1,Good
29.66,49.04,569,2007,926,-53,13.0,Moderate
30.59,49.65,481,1958,812,-69,11.8,Good
29.42,56.91,455,2148,831,-55,12.7,Good
29.0,54.91,571,2132,978,-62,10.6,Moderate
30.42,54.1,469,1867,910,-66,13.0,Good
28.57,46.66,466,2112,846,-63,12.6,Good
24.8,55.32,448,1885,932,-57,11.0,Good
34.16,49.21,532,2057,971,-54,11.1,Moderate
28.97,60.31,472,2087,885,-67,11.1,Good
31.37,56.81,435,2162,1045,-54,11.0,Moderate
26.97,55.75,432,2018,878,-50,12.9,Good
32.28,50.53,492,2116,1021,-55,14.8,Moderate
31.33,48.79,582,2071,971,-57,13.6,Moderate
30.69,54.79,475,1969,896,-57,12.3,Good
30.5,49.68,483,1861,798,-64,11.5,Good
29.76,52.39,447,2166,844,-61,13.9,Good
28.78,57.55,499,1865,892,-58,11.8,Good
28.91,50.45,467,1990,857,-59,12.0,Good
28.75,48.01,462,2115,871,-56,10.3,Good
31.83,38.91,462,1955,851,-65,12.2,Good
30.85,44.01,479,1893,900,-54,11.6,Good
39.34,54.28,846,1850,1311,-54,10.5,Hazardous
29.17,55.3,440,2025,893,-62,13.2,Good
27.61,50.12,510,1966,944,-61,12.8,Good
32.18,46.57,646,1807,987,-59,9.1,Moderate
33.63,54.31,563,2174,847,-57,12.4,Moderate
28.84,53.52,475,1953,896,-49,12.1,Good
29.17,52.25,476,1921,860,-56,9.5,Good
27.99,61.08,499,1979,825,-56,9.7,Good
29.0,48.8,466,1994,783,-43,12.8,Good
32.19,53.71,483,2212,863,-63,14.1,Good
29.62,46.87,464,2098,818,-55,10.5,Good
31.06,53.02,491,2040,890,-68,14.2,Good
28.12,50.07,486,1872,834,-63,12.0,Good
39.63,57.74,1081,1951,1351,-60,12.5,Hazardous
28.8,43.58,480,1903,880,-58,10.8,Good
28.31,48.89,476,1809,865,-55,14.4,Good
28.54,52.14,448,2004,869,-61,13.4,Good
27.24,50.8,480,2061,928,-64,11.7,Good
30.81,45.57,481,2029,851,-52,12.0,Good
28.92,49.92,473,1973,892,-61,11.6,Good
29.7,47.56,484,1924,902,-57,11.2,Good
29.29,51.0,499,2171,907,-62,13.5,Good
27.36,42.53,414,1849,845,-59,9.3,Good
29.52,51.76,480,2118,885,-61,10.4,Good
29.78,58.05,463,1972,856,-62,12.3,Good
30.78,61.15,509,2009,914,-60,11.4,Good
30.59,50.68,505,1918,903,-59,10.6,Moderate
29.79,49.66,469,2013,876,-61,11.2,Good
30.25,56.5,433,1966,963,-55,12.8,Good
31.74,56.06,633,2003,879,-65,12.7,Moderate
28.47,50.58,445,1829,889,-51,13.7,Good
29.32,53.71,480,1830,911,-62,12.2,Good
28.27,66.41,453,1940,904,-57,14.7,Good
29.31,53.09,451,2041,792,-59,10.4,Good
28.63,48.01,533,1931,865,-66,11.8,Good
30.19,61.43,436,2028,905,-57,13.5,Good
29.05,53.92,440,2058,832,-72,12.8,Good
29.92,54.73,501,1936,823,-61,10.5,Good
28.71,58.91,502,2002,900,-59,11.7,Good
42.54,54.56,816,1976,1105,-60,13.6,Hazardous
30.28,62.03,465,2039,894,-53,10.2,Good
27.28,54.93,517,2035,887,-65,10.2,Good
30.35,56.78,449,2068,835,-61,10.4,Good
26.95,45.58,424,1988,791,-58,9.5,Good
26.45,57.17,453,1922,847,-58,11.0,Good
28.89,56.15,492,1908,856,-63,12.4,Good
26.91,49.04,426,2005,932,-56,10.5,Good
29.19,52.64,477,2079,844,-60,12.0,Good
25.26,72.86,665,1981,1368,-59,13.2,Moderate
27.85,53.32,471,2107,820,-70,13.4,Good
26.89,49.08,489,2143,897,-62,12.2,Good
29.45,49.76,471,2121,899,-65,10.4,Good
30.09,47.19,471,1898,900,-54,14.1,Good
30.12,50.79,508,1975,863,-59,11.6,Good
30.84,50.35,579,2015,951,-61,11.5,Moderate
31.31,60.42,465,1986,1019,-67,7.0,Moderate
28.98,44.91,475,1893,890,-62,9.7,Good
28.06,56.21,471,2253,842,-54,11.9,Good
27.76,56.36,483,2139,924,-62,11.2,Good
26.83,43.84,471,1979,825,-68,12.8,Good
28.33,42.16,507,1804,869,-53,13.2,Good
29.63,52.98,509,2060,919,-57,11.1,Good
30.56,56.18,426,2085,871,-60,13.9,Good
30.84,52.7,496,2062,895,-64,14.4,Good
34.43,50.23,835,3198,914,-57,8.7,Hazardous
27.67,44.96,510,1951,846,-58,12.9,Good
30.38,57.47,568,2084,1030,-47,11.0,Moderate
33.74,56.78,835,2482,871,-54,11.6,Hazardous
28.99,55.22,418,1977,861,-57,12.2,Good
27.95,56.13,491,1938,861,-62,9.4,Good
29.27,66.71,703,1931,1267,-50,9.3,Poor
26.85,57.81,467,1946,844,-70,10.5,Good
30.46,53.7,510,1837,834,-58,11.0,Good
35.75,40.99,750,2857,868,-61,12.8,Hazardous
29.82,49.26,481,1947,839,-59,11.3,Moderate
29.36,53.61,414,1992,958,-50,9.5,Good
26.2,47.83,505,1985,778,-58,11.5,Good
30.0,51.06,486,2095,925,-67,14.2,Good
26.24,41.56,477,2125,812,-68,12.0,Good
27.68,51.29,513,2098,804,-59,11.8,Good
29.88,58.13,455,1995,937,-53,11.6,Good
29.11,77.02,777,2106,1400,-56,13.4,Moderate
37.86,53.59,1093,1952,1284,-56,11.4,Hazardous
29.41,57.88,485,2113,900,-53,11.5,Good
29.31,49.13,467,2079,873,-60,11.5,Good
30.28,50.4,450,1819,803,-58,9.9,Good
27.25,56.88,473,2024,910,-60,12.7,Good
30.38,55.18,581,2188,953,-63,13.3,Moderate
54.85,50.44,1111,1966,1295,-60,10.8,Hazardous
27.9,83.63,661,2001,1582,-59,11.3,Moderate
29.9,53.56,454,2087,877,-64,14.0,Good
31.77,48.06,569,1920,1013,-63,9.8,Moderate
31.05,48.74,471,2124,881,-63,11.9,Good
28.96,73.18,747,1824,1335,-57,13.1,Poor
28.24,63.86,470,2013,845,-64,12.0,Good
28.76,38.78,442,2034,925,-64,15.7,Good
28.99,51.3,468,2106,879,-51,12.2,Good
30.16,52.85,463,2068,857,-65,15.5,Good
32.57,49.93,534,1977,1029,-62,9.1,Moderate
29.75,46.44,496,1872,863,-61,10.7,Good
28.29,40.46,495,2084,829,-66,10.0,Good
28.29,54.45,987,2851,928,-70,14.5,Hazardous
31.45,51.93,445,2138,889,-53,12.6,Good
29.77,48.4,498,1986,898,-52,12.1,Good
30.04,52.72,421,1985,907,-69,10.7,Good
29.75,57.83,498,1946,864,-61,14.2,Good
29.81,49.53,442,2049,928,-58,10.2,Good
27.99,60.07,603,2129,1012,-57,10.7,Moderate
34.35,43.59,663,2832,891,-56,11.7,Hazardous
28.09,56.16,504,2132,866,-69,12.2,Good
26.56,50.64,458,2063,834,-61,10.3,Good
29.47,52.11,454,1880,882,-52,12.8,Good
28.9,47.47,439,1927,869,-49,14.8,Good
29.95,55.61,447,1881,860,-64,12.6,Good
25.48,44.29,462,2000,946,-59,11.3,Moderate
27.72,41.29,477,2146,932,-62,11.9,Good
26.98,68.44,727,2033,1224,-64,13.0,Moderate
30.52,50.67,506,1922,841,-59,12.7,Good
29.67,51.14,458,2000,883,-63,10.0,Good
28.48,49.33,475,1995,867,-50,9.3,Good
27.08,48.51,434,1982,862,-68,12.6,Good
29.67,40.76,468,1989,851,-58,11.5,Good
27.94,52.48,453,1969,810,-65,12.5,Good
31.51,54.82,462,2152,837,-58,12.3,Good
25.41,49.58,454,2053,780,-56,11.4,Good
29.64,59.44,481,2015,879,-60,10.6,Good
48.46,48.64,1145,2010,1249,-58,11.8,Hazardous
30.26,50.15,505,1856,910,-66,14.2,Good
28.07,59.93,617,2087,1127,-61,12.6,Poor
30.23,48.36,444,1915,828,-61,11.4,Good
26.88,72.04,498,1939,1179,-55,11.6,Moderate
31.3,53.54,495,2249,922,-65,12.4,Good
28.04,51.01,486,1980,909,-68,10.5,Good
27.04,47.05,411,1990,910,-58,10.8,Good
26.72,53.31,447,1937,946,-70,11.6,Good
30.61,55.42,434,1962,893,-65,10.0,Good
31.99,53.06,470,2073,872,-64,10.0,Good
30.95,58.4,547,2116,959,-67,11.2,Moderate
41.75,55.35,831,1888,1252,-55,11.6,Hazardous
29.11,72.26,607,1934,1249,-53,9.0,Moderate
27.81,47.03,488,2059,851,-55,11.2,Good
30.84,80.11,783,2106,1285,-60,12.3,Moderate
29.18,46.7,499,1960,873,-62,13.2,Good
29.22,52.62,514,1932,822,-63,16.7,Good
29.84,50.59,446,2130,832,-61,12.8,Good
28.48,44.26,575,1948,1006,-58,10.6,Moderate
28.98,47.99,502,2004,895,-57,12.7,Good
28.58,53.49,441,2013,833,-62,12.6,Good
33.97,48.81,533,1920,884,-58,11.1,Moderate
32.63,47.24,575,2105,934,-57,13.2,Moderate
28.24,51.38,476,2102,870,-58,12.5,Good
50.66,60.92,848,2058,1187,-62,15.6,Hazardous
30.41,50.47,760,1824,1002,-65,11.7,Moderate
27.98,53.56,470,1909,894,-61,10.7,Good
28.31,47.85,422,1914,836,-66,11.3,Good
31.24,59.24,474,2092,889,-56,13.2,Good
28.67,47.59,655,1980,940,-58,11.5,Moderate
29.62,49.1,483,1973,865,-66,11.0,Good
25.98,42.68,440,2047,930,-62,9.3,Good
29.61,47.52,543,2035,1028,-70,12.4,Moderate
28.46,47.42,437,2132,862,-56,9.3,Good
29.37,50.23,431,2213,883,-59,11.7,Good
28.23,72.59,643,1867,1404,-60,11.3,Moderate
26.54,51.79,426,2113,847,-67,14.5,Good
28.54,51.1,467,2117,815,-56,10.4,Good
30.37,49.68,478,2052,858,-61,13.7,Good
32.74,47.72,568,2036,983,-51,14.4,Moderate
28.56,49.57,458,1892,848,-62,12.8,Good
29.67,52.41,473,2121,896,-64,13.9,Good
31.38,47.5,638,2048,1060,-56,9.4,Moderate
27.44,57.37,478,1961,864,-56,9.1,Good
31.08,50.57,542,1938,938,-58,15.6,Good
29.18,47.22,606,2016,950,-54,12.0,Moderate
28.55,43.32,533,2008,859,-65,11.9,Good
26.26,59.78,510,1909,897,-51,15.0,Good
28.54,55.84,435,2143,962,-62,10.7,Good
28.76,56.49,470,2178,903,-63,9.4,Good
30.38,58.43,464,2093,870,-59,15.1,Good
29.1,57.35,475,1989,882,-60,13.3,Good
32.09,53.83,507,2114,1047,-68,12.6,Moderate
28.62,65.25,631,1984,1405,-63,9.5,Moderate
31.99,48.86,584,2118,931,-62,10.4,Moderate
28.16,54.27,484,1869,880,-53,12.3,Good
29.08,50.47,509,2063,903,-62,11.3,Good
27.42,47.68,544,2157,939,-56,11.7,Moderate
27.96,53.68,439,2115,924,-59,10.2,Good
28.71,53.94,439,2159,898,-68,13.8,Good
29.24,54.02,462,2061,819,-70,13.2,Good
29.29,47.49,487,2044,835,-51,11.1,Good
29.27,46.51,651,1991,941,-70,12.2,Moderate
30.91,57.54,526,2049,939,-66,9.1,Moderate
26.59,44.81,479,1987,824,-51,10.7,Good
29.8,50.49,519,1908,885,-56,8.5,Good
29.69,49.33,432,1940,970,-60,10.9,Good
29.01,54.74,476,2052,903,-64,10.3,Good
29.98,48.47,495,2069,847,-60,11.7,Good
27.42,55.3,499,2026,919,-59,13.7,Good
29.46,54.55,457,1976,926,-59,13.0,Good
28.33,56.83,475,2156,824,-50,12.7,Good
29.88,43.98,487,2036,885,-57,9.1,Good
29.34,46.39,469,1906,864,-58,10.0,Good
28.31,50.91,503,2012,802,-58,13.2,Good
31.87,45.72,462,1932,898,-51,13.3,Good
29.06,58.32,491,2005,856,-60,13.3,Good
29.47,41.29,512,1969,1103,-55,10.6,Moderate
30.47,48.01,450,2077,922,-69,14.4,Good
29.37,48.9,547,1991,946,-58,13.6,Moderate
29.99,55.11,462,2057,869,-63,12.0,Good
27.73,49.18,450,2157,861,-63,10.9,Good
30.81,48.11,578,2016,1065,-57,13.5,Moderate
29.49,54.62,463,2161,927,-52,12.0,Good
29.43,56.38,519,1892,785,-64,10.8,Good
28.51,53.75,425,2265,886,-58,11.5,Good
27.72,43.71,580,1970,944,-58,12.8,Moderate
30.42,49.77,740,2586,871,-63,11.7,Hazardous
28.14,51.26,461,2044,903,-53,12.9,Good
29.37,54.47,461,1940,915,-57,12.0,Good
29.07,56.81,478,2106,810,-51,11.8,Good
29.49,51.64,468,1919,916,-62,10.8,Good
29.35,43.33,499,2011,867,-58,10.7,Good
29.79,47.15,448,1982,906,-61,14.8,Good
27.72,48.56,576,2113,890,-66,14.8,Moderate
31.01,58.45,492,1994,845,-54,11.9,Good
32.26,54.16,468,1923,857,-63,12.8,Good
29.21,48.59,493,1983,880,-70,12.9,Good
27.08,58.16,453,2014,831,-63,11.5,Good
25.78,49.7,504,2009,901,-60,11.5,Good
31.29,47.79,450,2078,836,-57,11.2,Good
28.47,58.07,486,2007,951,-49,13.6,Good
29.25,60.72,533,2054,863,-49,12.7,Good
28.5,49.72,439,2056,871,-60,12.9,Good
28.51,51.76,463,1918,843,-58,12.5,Good
30.4,51.43,515,2065,859,-48,9.6,Good
29.53,46.93,458,1921,875,-63,12.5,Good
33.15,48.04,601,1991,1008,-60,11.0,Moderate
48.21,58.71,1002,1929,1113,-61,9.7,Hazardous
30.41,57.65,492,1953,869,-54,11.9,Good
31.75,53.93,562,1951,1051,-56,10.1,Moderate
28.75,62.35,419,1945,876,-64,9.8,Good
30.53,63.39,398,2011,824,-60,12.1,Good
29.19,52.02,476,1853,924,-63,12.5,Good
29.77,42.12,520,2114,937,-59,13.3,Good
27.56,53.74,470,2028,868,-54,10.6,Good
28.38,54.68,508,2172,898,-58,10.3,Good
27.45,55.14,428,2137,870,-65,14.3,Good
32.72,55.05,530,1934,901,-68,11.8,Moderate
28.22,45.69,486,2095,902,-60,10.6,Good
29.53,46.28,473,1996,856,-59,10.7,Good
30.43,45.12,472,2176,843,-54,12.2,Good
30.62,49.52,510,2056,831,-55,13.7,Good
30.93,63.21,480,1803,894,-55,14.1,Good
30.77,51.52,463,1912,881,-63,9.6,Good
27.92,48.55,419,1977,825,-61,12.7,Good
30.42,60.5,485,2161,886,-60,11.2,Good
31.08,60.13,641,2748,856,-55,11.4,Hazardous
31.32,41.13,564,1924,948,-53,12.1,Moderate
29.12,51.19,545,1960,800,-58,12.8,Moderate
30.3,52.92,838,3141,925,-53,9.4,Hazardous
38.46,54.17,966,1966,1148,-58,12.4,Hazardous
28.58,50.71,458,2036,925,-63,10.9,Good
26.97,55.7,424,1878,907,-63,9.6,Good
30.14,58.72,605,1986,1047,-59,12.6,Moderate
30.35,49.6,519,1844,899,-59,14.2,Good
27.24,52.45,474,1881,884,-55,12.7,Good
31.02,49.32,499,1960,926,-69,11.8,Good
31.2,60.85,501,1993,841,-59,12.8,Good
26.76,49.95,487,1868,840,-58,11.5,Good
30.64,55.21,476,2101,879,-69,12.4,Good
31.18,47.11,530,1971,896,-63,10.7,Good
26.7,51.49,491,2138,758,-54,13.3,Good
31.0,52.78,679,1956,848,-59,12.2,Moderate
27.91,53.21,476,2010,944,-58,10.2,Good
30.22,54.85,417,2090,826,-56,11.7,Good
29.22,39.71,429,2194,914,-63,12.7,Good
28.53,55.96,473,1919,816,-53,13.5,Good
29.13,55.05,437,1984,875,-54,12.7,Good
28.24,45.24,498,2021,886,-65,10.3,Good
28.12,55.63,418,2149,821,-56,12.1,Good
30.86,57.2,452,2115,803,-63,10.7,Good
28.53,48.55,618,1801,861,-68,11.6,Moderate
28.23,56.94,478,2046,883,-68,13.8,Good
30.12,44.2,447,1800,886,-49,12.2,Good
